key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
DIALOGUE_PODUNK_NATALIA_0,[@]A little ginger girl strayed into the cemetery earlier.[WAIT@]Her mother's worried sick right now!,[@]Une petite fille rousse s'est égarée dans le cimetière tout à l'heure.[WAIT@]Sa mère est morte d'inquiétude !,[@]Poco fa una ragazzina con i capelli rossi è entrata nel cimitero.[WAIT@]Sua madre è preoccupatissima!,[@]はかばに　こどもが　まよいこんだっていうけど\nたすかったのかなぁ。[WAIT@]きっと　おかあさんも　しんぱいしてるはずよね。,[@]방금 전에 어떤 말괄량이같은 꼬마가 무덤으로\n뛰어가는 걸 봤어.[WAIT@]그 꼬마 어머니가 많이 걱정하고 있던데... 괜찮을까?,[@]Una niña pelirroja se ha perdido en el cementerio.[WAIT@]¡Su madre está muy preocupada ahora mismo!,[@]Una niña pelirroja se ha perdido en el cementerio.[WAIT@]¡Su madre debe de estar muerta de preocupación ahora mismo!,[@]Uma menina ruiva se perdeu no cemitério mais cedo.[WAIT@]A mãe dela está morrendo de preocupação agora!,[@]Mała ruda dziewczynka zabłądziła wcześniej na cmentarzu.[WAIT@]Jej matka jest teraz bardzo zmartwiona!,[@]Ein kleines fuchsiges Mädchen ist vorhin auf den Friedhof gegangen.[WAIT@]Ihre Mutter muss sich schreckliche Sorgen machen!,[@]Совсем недавно на кладбище забрела маленькая рыженькая девочка.[WAIT@]Её мама ужасно за неё переживает!,[@]Зовсім недавно до цвинтарю залізла маленька руда дівчинка.[WAIT@]Її мама неймовірно за неї переживає!,
DIALOGUE_PODUNK_NATALIA_SPEAKER_Natalia,Natalia,Natalia,Natalia,ナタリア,나탈리아,Natalia,Natalia,Natália,Natalia,Natalia,Наталия,Наталія,
DIALOGUE_PODUNK_NATALIA_2_0,"[@]Oh, looks like you found the lost girl![WAIT@]Great job!","[@]Ah, on dirait que tu as retrouvé la fillette égarée ![WAIT@]Beau travail !","[@]Oh, hai trovato la ragazzina smarrita![WAIT@]Ottimo lavoro!",[@]よかった！　ぶじだったのね！[WAIT@]あなた　おてがらね。,[@]뭐? 그 꼬마를 찾았다고?[WAIT@]다행이네!,"[@]Oh, ¡parece que enconstraste a la niña perdida![WAIT@]¡Buen trabajo!","[@]Oh, ¡has encontrado a la niña perdida![WAIT@]¡Buen trabajo!","[@]Ah, você achou a menina![WAIT@]Que bom!","[@]Och, wygląda na to, że znalazłeś zagubioną dziewczynkę![WAIT@]Świetna robota!","[@]Oh, scheint, du hast das vermisste Mädchen gefunden![WAIT@]Gute Arbeit!","[@]О, ты нашёл пропавшую девочку![WAIT@]Молодчина!","[@]О, ти знайшов зниклу дівчинку![WAIT@]Молодчина!",
DIALOGUE_PODUNK_NATALIA_2_SPEAKER_Natalia,Natalia,Natalia,Natalia,ナタリア,나탈리아,Natalia,Natalia,Natália,Natalia,Natalia,Наталия,Наталія,
DIALOGUE_PODUNK_NATALIA_3_0,[@]Rescuing a little girl and clearing the commotion at the zoo...[WAIT@]Is there anything you can't do?,"[@]Sauver une petite fille, puis régler un incident au zoo...[WAIT@]Est-ce qu'il y a une seule chose dont tu ne sois pas capable ?",[@]Hai salvato una dispersa e hai risolto i problemi allo zoo...[WAIT@]Sei proprio capace di tutto!,[@]おんなのこを　すくいだして　どうぶつえんの\nじけんも　かいけつしちゃったの！？[WAIT@]すごいわね　なんでも　かいけつしちゃうなんて。,"[@]잃어버린 꼬마를 찾고, 동물원에서 일어난 소동도\n정리했다니...[WAIT@]완전 물건이네! 물건이야!",[@]Rescatar a una niña y despejar la conmoción del zoológico...[WAIT@]¿Habrá algo que no puedas hacer?,[@]Has rescatado a una niña y devuelto la paz al zoo...[WAIT@]¿Hay algo que no puedas hacer?,[@]Resgatar uma menina do cemitério e resolver o problema do zoológico...[WAIT@]Tem algo que você não pode fazer?,"[@]Uratowanie małej dziewczynki i opanowanie zamieszania w zoo...[WAIT@]Czy jest coś, czego nie potrafisz?","[@]Ein kleines Mädchen retten und den Aufruhr im Zoo lösen ...[WAIT@]Gibt es irgendwas, das du nicht kannst?","[@]Сначала спас девочку, потом навёл порядок в зоопарке...[WAIT@]Для тебя есть хоть что-то невыполнимое?","[@]Спершу врятував дівчинку, потім навів лад у зоопарку...[WAIT@]Для тебе є хоч щось нездійсненне?",
DIALOGUE_PODUNK_NATALIA_3_SPEAKER_Natalia,Natalia,Natalia,Natalia,ナタリア,나탈리아,Natalia,Natalia,Natália,Natalia,Natalia,Наталия,Наталія,
DIALOGUE_PODUNK_NIKKI_0,"[@]We're looking for the lost girl, [Pippi].[WAIT@]She was last seen going down into the cemetery, but it's infested with zombies![WAIT@]I'm too scared to go there myself, could you go there for me?","[@]On est à la recherche d[fr_eli][Pippi], la fillette égarée.[WAIT@]La dernière fois qu'elle a été vue, elle se dirigeait vers le cimetière, mais il est infesté de zombies ![WAIT@]J'ai beaucoup trop peur pour m'y rendre par moi-même, tu pourrais y aller pour moi ?","[@]Stiamo cercando la ragazzina smarrita, [Pippi].[WAIT@]L'ultima volta l'hanno vista che andava al cimitero, ma lì è pieno di zombi![WAIT@]Ho troppa paura per andare, non è che puoi farlo tu?",[@]まいごの　おんなのこを\nさがしてるんだけど・・・。[WAIT@]さいごに　もくげきされたのは\nゾンビだらけの　ぼち　ってはなしなのよ。[WAIT@]わたしは　こわくて　いけそうにないわ・・・。\nかわりに　さがしてきて　くれない？,"[@]우린 [Pippi][ko_part:Pippi:1] 사라졌다는 얘길 듣고 계속\n찾아다니고 있어.[WAIT@]공동묘지로 내려갔다는 목격담이 있지만, 거긴\n좀비들이 들끓고 있단 말이야![WAIT@]난 너무 무서워서 그런데...[BR]혹시 네가 나 대신 가줄 수 있을까?","[@]Estamos buscando a [Pippi], la niña perdida.[WAIT@]Ella fue vista por última vez bajando al cementerio, ¡pero ahora está infestado de zombis![WAIT@]Estoy muy asustada para ir por mí misma, ¿podrías ir por mí?","[@]Estamos buscando a [Pippi], la niña perdida.[WAIT@]La vimos por última vez bajando al cementerio, pero ¡ahora está infestado de zombis![WAIT@]Estoy demasiado asustada para ir yo misma,\n¿te importaría ir en mi lugar?","[@]Estamos procurando a menina perdida, [Pippi].[WAIT@]Ela foi vista pela última vez a caminho do cemitério, mas lá está infestado de zumbis![WAIT@]Eu estou com medo demais de ir lá. Você pode ir para mim?","[@]Szukamy zaginionej dziewczynki, [pl_decl:Pippi:F:1].[WAIT@]Ostatnio widziano ją, jak wchodziła na cmentarz, ale jest tam pełno zombie![WAIT@]Za bardzo się boję, żeby pójść tam sama, mógłbyś pójść tam za mnie?","[@]Wir suchen das vermisste Mädchen, [Pippi].[WAIT@]Sie wurde zuletzt auf dem Weg zum Friedhof gesehen, aber dort ist alles voller Zombies![WAIT@]Ich habe zu viel Angst, selbst hinzugehen. Könntest du das für mich tun?","[@]Мы разыскиваем [ru_decl:Pippi:F:3] — пропавшую девочку.[WAIT@]В последний раз её видели, когда она спускалась к кладбищу... Но оно кишит зомби![WAIT@]Можешь пойти туда за меня?\nМне самой слишком страшно...","[@]Ми розшукуємо [uk_decl:Pippi:F:3] — зниклу дівчинку.[WAIT@]Востаннє її бачили, коли вона спускалася до цвинтаря... Але він сповнений зомбі![WAIT@]Можеш піти туди за мене? Мені дуже лячно...",
DIALOGUE_PODUNK_NIKKI_3,"[@]Honestly, I can't blame you...","[@]Franchement, je ne peux pas t'en vouloir...","[@]Guarda, non ti biasimo...",[@]そりゃそうよね　わたしだって　やだもん。,"[@]그래, 만일 물리기라도 한다면...","[@]Honestamente, no te puedo culpar...","[@]La verdad, no te puedo culpar...","[@]Sinceramente, não posso te culpar...","[@]Szczerze mówiąc, nie winię cię...","[@]Ganz ehrlich, ich kann es dir nicht verübeln ...","[@]Ну, мне тебя не в чем винить...","[@]Ну, тебе не повинуватити...",
DIALOGUE_PODUNK_NIKKI_4,"[@]Oh, you're a life saver!","[@]Oh, tu es notre sauveur !","[@]Oh, mi hai salvato la vita!",[@]ほんとに　いってくれるの！？\n・・・　きをつけてね。,[@]정말? 넌 내 생명의 은인이야!,"[@]¡Oh, eres un salvador!","[@]¡Oh, me haces un grandísimo favor!","[@]Ah, você é um anjo!","[@]Och, ratujesz mi życie!","[@]Oh, du bist ein Lebensretter!","[@]Ох, спаситель ты наш!","[@]Ох, рятівник ти наш!",
DIALOGUE_PODUNK_NIKKI_SPEAKER_Nikki,Nikki,Nikki,Nikki,ニッキー,니키,Nikki,Nikki,Nikki,Nikki,Nikki,Никки,Ніккі,
DIALOGUE_PODUNK_NIKKI_2_0,"[@]Oh wow, you found her![WAIT@]That must have taken a lot of courage.","[@]Oh, waouh, tu l'as trouvée ![WAIT@]Ça a dû te demander une sacrée dose de courage.","[@]Oh wow, l'hai trovata![WAIT@]Ce ne sarà voluto di coraggio.",[@]よかった！　みつかったのね！[WAIT@]あなた　すごい　ゆうかんね！,[@]오 정말 그 아이를 찾았구나![WAIT@]넌 참 용감하네.,"[@]Oh guau, ¡la encontrastes![WAIT@]Debes de haber tenido mucho coraje.","[@]¡Oh, la has encontrado![WAIT@]Debes de tener muchas agallas.","[@]Ah, nossa! Você a encontrou![WAIT@]Você deve ser bem corajoso.","[@]O rany, znalazłeś ją![WAIT@]Pewnie wymagało to sporo odwagi.","[@]Oh wow, du hast sie gefunden![WAIT@]Das war sehr mutig.","[@]О, ничего себе, ты нашёл её![WAIT@]Должно быть, у тебя храброе сердце.","[@]Нічого собі, ти її знайшов![WAIT@]Здається, у тебе хоробре серце.",
DIALOGUE_PODUNK_NIKKI_2-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,
DIALOGUE_PODUNK_NIKKI_2-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні,
DIALOGUE_PODUNK_NIKKI_2_SPEAKER_Nikki,Nikki,Nikki,Nikki,ニッキー,니키,Nikki,Nikki,Nikki,Nikki,Nikki,Никки,Ніккі,
DIALOGUE_PODUNK_NURSE_0,[@]Who here needs our assistance?,[@]Qui a besoin de notre assistance ?,[@]Chi ha bisogno di assistenza?,[@]どなたに　ごめんかいですか？,[@]환자분이 있을까요?,[@]¿Quién de aquí necesita ser atendido?,[@]¿Quién de aquí necesita nuestra asistencia?,[@]Quem precisa de atendimento?,[@]Kto tutaj potrzebuje naszej pomocy?,[@]Wer braucht hier unsere Assistenz?,[@]Кому требуется помощь?,[@]Кому потрібна допомога?,
DIALOGUE_PODUNK_NURSE_1,"[@]If you are the patient, come into the back room.","[@]Si c'est toi [LeadArt7]patient[LeadArt6], va dans la pièce du fond.","[@]Se sei tu il paziente, vieni nella stanza sul retro.",[@]ごほんにんさま　でしたら、おくへ\nおすすみください。,[@]보호자분과 같이 뒷방으로 들어오시면 됩니다.,"[@]Si eres [LeadArt7]paciente, entra atrás del cuarto.","[@]Si usted es [LeadArt7]paciente, acuda a la habitación de atrás.","[@]Se você for o paciente, por favor, vá para a sala dos fundos.","[@]Jeśli jesteś pacjentem, wejdź na zaplecze.","[@]Wenn du der Patient bist, komm in das Hinterzimmer.","[@]Если вы пациент, то пройдите в дальнюю палату.","[@]Якщо ви пацієнт, то пройдіть у дальню палату.",
DIALOGUE_PODUNK_NURSE_3,[@]Oh my! [Ninten] looks like he's still unconscious.,[@]Oh ! On dirait qu[fr_eli][Ninten] est toujours évanoui.,[@]Oh no! [Ninten] ha perso i sensi.,[@]あら！[Ninten]さん　のいしきが\nもどらないんです⋯,[@]어머나! [Ninten][ko_part:Ninten:0] 아직 의식이 없는 것 같네요.,[@]¡Oh cielos! [Ninten] parece estar inconsciente.,[@]¡Dios mío! Parece que [Ninten] sigue inconsciente.,[@]Minha nossa! Parece que o [Ninten] ainda está inconsciente.,[@]Ojej! [Ninten] wygląda na nieprzytomnego.,"[@]Oje! [Ninten] sieht aus, als wäre er immer noch bewusstlos.",[@]Боже! [Ninten] не может прийти в себя.,[@]Боже! [Ninten] не може прийти до тями.,
DIALOGUE_PODUNK_NURSE_4,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa serán 150$.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150$ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",
DIALOGUE_PODUNK_NURSE_4-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,
DIALOGUE_PODUNK_NURSE_4-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні,
DIALOGUE_PODUNK_NURSE_5,"[@]I'm so glad that you recovered, [Ninten].","[@]Je suis contente que tu ailles mieux, [Ninten].","[@]Sono felice che tu stia meglio, [Ninten].",[@][Ninten]さん\nげんきになって　よかったわね。,"[@][Ninten] 환자분, 벌써 퇴원하신다니\n다행이네요.","[@]Me alegro que te hayas recuperado, [Ninten].","[@]Me alegro mucho de que te hayas recuperado, [Ninten].","[@]Que bom que você se recuperou, [Ninten].","[@]Tak się cieszę, że wyzdrowiałeś, [Ninten].","[@]Ich bin so froh, dass du dich erholt hast, [Ninten].","[@]Рада, что ты пришёл в себя, [Ninten].","[@]Рада, що ти прийшов до тями, [Ninten].",
DIALOGUE_PODUNK_NURSE_7,[@]Oh my! [Ana] looks like she's still unconscious.,[@]Oh ! On dirait qu[fr_eli][Ana] est toujours évanouie.,[@]Oh no! [Ana] ha perso i sensi.,[@]あら！[Ana]さん　のいしきが\nもどらないんです・・・。,[@]어머나! [Ana] 환자분은 아직 의식이 없는 것\n같네요.,[@]¡Oh cielos! [Ana] parece estar inconsciente.,[@]¡Dios mío! Parece que [Ana] sigue inconsciente.,[@]Minha nossa! Parece que a [Ana] ainda está inconsciente.,[@]Ojej! [Ana] wygląda na nieprzytomną.,"[@]Oje! [Ana] sieht aus, als wäre sie immer noch bewusstlos.",[@]Боже! [Ana] не может прийти в себя.,[@]Боже! [Ana] не може прийти до тями.,
DIALOGUE_PODUNK_NURSE_8,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa serán 150$.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150$ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",
